Player,Nation,Position,Age,Squad,League,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Shooting,Statistic,Shots Total,Shots on Target,Shots on Target %,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Shots from Free Kicks,npxG/Shot,Goals - xG,Non-Penalty Goals - npxG,Passing,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),xA: Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Pass Types,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Switches,Crosses,Throw-ins Taken,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Passes Offside,Passes Blocked,Goal and Shot Creation,Shot-Creating Actions,SCA (Live-ball Pass),SCA (Dead-ball Pass),SCA (Take-On),SCA (Shot),SCA (Fouls Drawn),SCA (Defensive Action),Goal-Creating Actions,GCA (Live-ball Pass),GCA (Dead-ball Pass),GCA (Take-On),GCA (Shot),GCA (Fouls Drawn),GCA (Defensive Action),Defense,Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Interceptions,Tkl+Int,Clearances,Errors,Possession,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Take-Ons Attempted,Successful Take-Ons,Successful Take-On %,Times Tackled During Take-On,Tackled During Take-On Percentage,Carries,Total Carrying Distance,Progressive Carrying Distance,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Miscellaneous Stats,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won,Goals Against,Shots on Target Against,Saves,Save Percentage,Wins,Draws,Losses,Clean Sheets,Clean Sheet Percentage,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Advanced Goalkeeping,Free Kick Goals Against,Corner Kick Goals Against,Own Goals Scored Against Goalkeeper,Post-Shot Expected Goals,PSxG/SoT,PSxG-GA,Passes Completed (Launched),Passes Attempted (Launched),Pass Completion Percentage (Launched),Passes Attempted (GK),Throws Attempted,Launch %,Average Pass Length,Goal Kicks,Launch% (Goal Kicks),Avg. Length of Goal Kicks,Crosses Faced,Crosses Stopped,Crosses Stopped %,Def. Actions Outside Pen. Area,Avg. Distance of Def. Actions,Save% (Penalty Kicks)
Kees Smit,NED,MF,19,AZ Alkmaar,Eredivisie,0.07,0.14,0.21,0.07,0.00,0.00,0.25,0.00,0.11,0.11,0.18,0.29,2.43,6.37,3.26,Shooting,Per 90,1.61,0.39,24.4%,0.04,0.18,19.90,0.00,0.07,-0.04,-0.04,Passing,46.75,53.70,87.1%,743.95,219.52,23.56,25.95,90.8%,18.58,20.41,91.1%,2.65,4.01,66.1%,0.19,1.90,5.66,1.65,0.00,Pass Types,51.73,1.90,0.68,0.25,0.43,0.75,0.36,0.64,0.14,0.21,0.00,0.07,0.64,Goal and Shot Creation,4.33,3.69,0.14,0.21,0.07,0.11,0.11,0.39,0.36,0.00,0.00,0.00,0.00,0.04,Defense,1.79,1.22,0.68,0.68,0.43,0.86,1.83,47.1%,0.97,0.86,0.21,0.61,2.40,1.15,0.07,Possession,64.98,2.18,10.78,31.83,23.02,2.33,64.98,2.51,1.15,45.7%,1.22,48.6%,40.45,254.93,124.30,2.26,0.54,1.61,1.50,46.75,Miscellaneous Stats,0.00,1.47,1.15,0.00,0.00,0.04,0.00,5.87,0.39,0.75,34.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milan Smit,NED,FW,22,Go Ahead Eag,Eredivisie,0.35,0.22,0.57,0.35,0.00,0.00,0.18,0.00,0.23,0.23,0.11,0.33,1.02,1.33,3.27,Shooting,Per 90,1.90,0.84,44.2%,0.19,0.42,15.20,0.00,0.12,+0.13,+0.13,Passing,11.41,15.70,72.7%,150.32,24.72,6.90,8.36,82.5%,3.14,4.60,68.3%,0.44,0.71,62.5%,0.11,0.84,0.57,0.44,0.00,Pass Types,14.64,0.97,0.04,0.27,0.00,0.27,0.00,0.00,0.00,0.00,0.00,0.09,0.35,Goal and Shot Creation,1.72,1.24,0.04,0.04,0.13,0.27,0.00,0.27,0.27,0.00,0.00,0.00,0.00,0.00,Defense,0.35,0.27,0.09,0.22,0.04,0.18,0.49,36.4%,0.31,0.71,0.35,0.18,0.53,0.97,0.00,Possession,24.99,1.24,3.01,11.59,10.79,3.45,24.99,1.15,0.27,23.1%,0.75,65.4%,13.40,71.16,33.39,0.97,0.35,2.17,1.24,17.60,Miscellaneous Stats,0.00,1.24,2.12,0.31,0.00,0.00,0.00,1.95,1.68,2.79,37.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kamal Sowah,GHA,"FW,MF",26,NAC Breda,Eredivisie,0.00,0.04,0.04,0.00,0.00,0.00,0.26,0.00,0.14,0.14,0.12,0.26,1.29,3.68,4.42,Shooting,Per 90,1.18,0.22,18.8%,0.00,0.00,17.30,0.00,0.11,-0.14,-0.14,Passing,30.33,38.17,79.5%,445.14,107.60,16.86,19.47,86.6%,10.79,12.63,85.4%,1.40,2.47,56.7%,0.11,1.10,2.21,0.74,0.15,Pass Types,37.77,0.26,0.04,0.18,0.07,1.40,0.11,0.00,0.00,0.00,0.00,0.15,0.92,Goal and Shot Creation,2.14,1.95,0.04,0.00,0.04,0.04,0.07,0.11,0.11,0.00,0.00,0.00,0.00,0.00,Defense,1.91,1.03,0.66,0.85,0.40,0.66,1.47,45.0%,0.81,0.96,0.04,0.70,2.61,0.81,0.04,Possession,48.44,0.85,7.14,23.48,18.33,2.28,48.44,1.44,0.52,35.9%,0.85,59.0%,28.42,133.03,49.66,1.55,0.18,1.84,1.10,32.65,Miscellaneous Stats,0.00,1.36,0.66,0.37,0.00,0.00,0.00,4.45,0.55,0.92,37.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sem Steijn,NED,MF,24,Feyenoord,Eredivisie,0.71,0.19,0.90,0.52,0.19,0.19,0.04,0.00,0.59,0.44,0.18,0.62,0.93,3.47,4.89,Shooting,Per 90,2.87,1.08,37.7%,0.18,0.48,18.60,0.37,0.15,+0.12,+0.08,Passing,21.19,27.79,76.2%,327.22,97.05,11.23,13.24,84.8%,7.46,9.18,81.3%,1.45,2.95,49.4%,0.21,1.60,2.20,1.04,0.15,Pass Types,24.09,3.47,0.41,0.30,0.07,1.83,0.22,1.34,1.16,0.19,0.00,0.22,0.30,Goal and Shot Creation,2.83,1.90,0.45,0.15,0.30,0.04,0.00,0.41,0.22,0.00,0.04,0.15,0.00,0.00,Defense,0.45,0.30,0.07,0.37,0.00,0.15,0.82,18.2%,0.67,0.37,0.07,0.26,0.71,0.67,0.00,Possession,36.25,0.56,5.15,15.40,16.08,4.14,36.07,0.86,0.48,56.5%,0.37,43.5%,20.14,79.82,35.58,0.45,0.11,1.64,0.97,23.50,Miscellaneous Stats,0.00,0.52,0.41,0.26,0.00,0.00,0.00,3.06,0.75,0.75,50.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mathis Suray,BEL,FW,24,Go Ahead Eag,Eredivisie,0.38,0.03,0.41,0.38,0.00,0.00,0.24,0.00,0.28,0.28,0.10,0.38,1.69,4.05,5.19,Shooting,Per 90,2.04,0.86,42.4%,0.19,0.44,18.60,0.21,0.14,+0.10,+0.10,Passing,23.75,31.12,76.3%,374.69,116.93,12.31,14.25,86.4%,9.23,11.31,81.7%,1.63,3.28,49.5%,0.11,1.35,2.14,1.18,0.24,Pass Types,29.32,1.63,0.41,0.17,0.07,1.83,0.45,0.69,0.45,0.14,0.00,0.17,0.76,Goal and Shot Creation,3.01,2.11,0.35,0.14,0.28,0.07,0.07,0.21,0.14,0.00,0.00,0.07,0.00,0.00,Defense,1.28,1.00,0.62,0.48,0.17,0.59,1.59,37.0%,1.00,1.07,0.31,0.31,1.59,1.04,0.03,Possession,40.52,1.21,7.36,17.50,16.15,2.49,40.52,1.14,0.66,57.6%,0.45,39.4%,24.00,130.49,59.23,1.66,0.31,1.63,1.31,27.35,Miscellaneous Stats,0.00,1.42,0.83,0.28,0.00,0.00,0.00,4.01,0.17,1.04,14.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josip Šutalo,CRO,DF,25,Ajax,Eredivisie,0.05,0.00,0.05,0.05,0.00,0.00,0.05,0.00,0.02,0.02,0.00,0.02,1.03,5.63,0.20,Shooting,Per 90,0.34,0.05,14.3%,0.14,1.00,12.00,0.00,0.05,+0.03,+0.03,Passing,75.30,81.33,92.6%,1307.82,405.17,30.03,31.40,95.6%,39.39,41.11,95.8%,4.65,6.71,69.3%,0.02,0.05,5.54,0.15,0.00,Pass Types,79.47,1.62,1.18,0.05,0.20,0.10,0.05,0.05,0.05,0.00,0.00,0.25,0.34,Goal and Shot Creation,0.98,0.88,0.00,0.05,0.05,0.00,0.00,0.20,0.20,0.00,0.00,0.00,0.00,0.00,Defense,1.08,0.69,0.78,0.29,0.00,0.54,0.83,64.7%,0.29,1.03,0.69,1.71,2.79,5.24,0.10,Possession,92.55,9.90,38.07,51.74,3.23,0.54,92.55,0.98,0.78,80.0%,0.20,20.0%,61.93,330.90,190.19,0.88,0.05,0.83,0.29,68.35,Miscellaneous Stats,0.00,0.49,0.44,0.00,0.00,0.00,0.00,5.00,2.79,1.27,68.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juho Talvitie,FIN,"FW,DF",20,NAC Breda,Eredivisie,0.18,0.04,0.22,0.18,0.00,0.00,0.00,0.00,0.18,0.18,0.13,0.31,4.31,2.74,7.46,Shooting,Per 90,2.07,0.76,37.0%,0.09,0.24,17.80,0.09,0.09,0.00,0.00,Passing,21.02,29.19,72.0%,315.94,90.99,11.95,14.55,82.1%,6.74,9.25,72.8%,1.35,2.87,46.9%,0.15,1.30,1.35,1.17,0.45,Pass Types,27.22,1.84,0.40,0.09,0.04,4.04,0.31,1.08,0.45,0.63,0.00,0.13,0.81,Goal and Shot Creation,3.28,1.62,0.49,0.72,0.13,0.18,0.13,0.40,0.13,0.04,0.09,0.04,0.09,0.00,Defense,1.26,0.76,0.49,0.54,0.22,0.58,1.57,37.1%,0.99,0.94,0.13,0.63,1.89,0.99,0.04,Possession,42.62,0.72,6.11,15.76,21.60,3.59,42.62,5.34,2.34,43.7%,2.87,53.8%,26.86,226.17,122.65,2.20,2.16,2.11,1.80,28.38,Miscellaneous Stats,0.00,0.67,1.26,0.00,0.04,0.04,0.00,4.40,0.40,0.72,36.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oussama Targhalline,MAR,MF,23,Feyenoord,Eredivisie,0.08,0.16,0.24,0.08,0.00,0.00,0.08,0.00,0.02,0.02,0.15,0.16,0.78,6.58,1.88,Shooting,Per 90,0.31,0.16,50.0%,0.25,0.50,22.30,0.00,0.05,+0.06,+0.06,Passing,46.84,53.66,87.3%,773.89,228.80,21.31,24.13,88.3%,22.09,24.28,91.0%,2.27,2.98,76.3%,0.10,0.94,7.36,1.10,0.08,Pass Types,52.01,1.64,1.33,0.31,0.08,0.24,0.24,0.00,0.00,0.00,0.00,0.00,0.71,Goal and Shot Creation,2.74,2.43,0.00,0.08,0.16,0.00,0.08,0.47,0.39,0.00,0.00,0.00,0.00,0.08,Defense,3.37,2.11,1.02,1.64,0.71,1.41,1.96,72.0%,0.55,0.94,0.24,1.57,4.93,1.57,0.08,Possession,64.46,2.74,11.91,40.81,12.06,0.39,64.46,1.02,0.71,69.2%,0.31,30.8%,36.34,186.97,76.29,1.49,0.00,0.78,0.86,39.71,Miscellaneous Stats,0.00,1.10,1.33,0.00,0.00,0.00,0.00,5.80,1.64,1.72,48.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenneth Taylor,NED,MF,23,Ajax,Eredivisie,0.21,0.17,0.38,0.10,0.10,0.10,0.21,0.00,0.30,0.22,0.19,0.41,2.06,5.14,4.97,Shooting,Per 90,1.64,0.49,29.8%,0.06,0.21,16.60,0.04,0.14,-0.09,-0.12,Passing,34.38,41.90,82.1%,522.90,153.59,18.47,20.92,88.3%,12.31,14.73,83.6%,2.10,3.43,61.2%,0.19,1.36,3.43,1.36,0.10,Pass Types,38.48,3.32,1.22,0.10,0.21,1.61,0.45,0.73,0.45,0.07,0.00,0.10,0.45,Goal and Shot Creation,3.04,2.24,0.35,0.10,0.14,0.07,0.14,0.45,0.38,0.00,0.00,0.07,0.00,0.00,Defense,1.12,0.70,0.45,0.52,0.14,0.49,1.08,45.2%,0.59,0.63,0.17,0.80,1.92,0.80,0.00,Possession,50.33,1.47,8.85,24.38,17.63,3.95,50.23,1.08,0.52,48.4%,0.56,51.6%,28.54,159.50,86.61,1.40,0.56,1.43,0.59,35.05,Miscellaneous Stats,0.00,1.47,1.22,0.21,0.00,0.00,0.00,3.39,0.84,0.91,48.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike te Wierik,NED,DF,33,Heracles Almelo,Eredivisie,0.12,0.00,0.12,0.12,0.00,0.00,0.23,0.00,0.05,0.05,0.06,0.12,0.23,1.87,2.45,Shooting,Per 90,0.47,0.12,25.0%,0.25,1.00,13.20,0.00,0.11,+0.07,+0.07,Passing,29.53,39.46,74.9%,517.12,212.10,10.86,12.72,85.3%,16.46,20.66,79.7%,1.40,3.97,35.3%,0.11,0.70,1.75,0.58,0.35,Pass Types,30.93,8.40,0.23,0.00,0.00,0.82,8.17,0.00,0.00,0.00,0.00,0.12,0.47,Goal and Shot Creation,1.40,1.05,0.12,0.00,0.00,0.23,0.00,0.12,0.12,0.00,0.00,0.00,0.00,0.00,Defense,2.33,1.75,1.17,0.93,0.23,0.93,1.40,66.7%,0.47,0.93,0.47,0.93,3.27,3.27,0.00,Possession,48.68,4.20,18.21,19.38,11.21,1.98,48.68,0.70,0.35,50.0%,0.35,50.0%,18.68,67.59,23.81,0.12,0.00,0.00,0.12,22.65,Miscellaneous Stats,0.00,1.28,1.40,0.23,0.00,0.00,0.00,3.50,2.57,1.28,66.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kay Tejan,NED,"FW,MF",28,Telstar,Eredivisie,0.35,0.17,0.52,0.35,0.00,0.00,0.35,0.00,0.68,0.68,0.10,0.78,1.73,2.42,5.19,Shooting,Per 90,3.63,1.38,38.1%,0.10,0.25,14.30,0.00,0.19,-0.33,-0.33,Passing,11.77,19.73,59.6%,210.63,48.63,5.54,8.13,68.1%,4.50,6.75,66.7%,1.38,3.12,44.4%,0.10,0.87,0.87,1.04,0.17,Pass Types,18.17,1.21,0.00,0.00,0.00,1.04,0.17,0.00,0.00,0.00,0.00,0.35,0.17,Goal and Shot Creation,3.46,1.56,0.00,1.04,0.52,0.35,0.00,0.52,0.17,0.00,0.00,0.17,0.17,0.00,Defense,0.87,0.69,0.35,0.35,0.17,0.00,1.04,0.0%,1.04,0.35,0.17,0.35,1.21,1.38,0.00,Possession,33.40,1.73,3.46,14.02,17.31,5.71,33.40,2.94,1.38,47.1%,1.38,47.1%,17.31,120.81,63.00,1.04,0.87,3.29,2.25,21.98,Miscellaneous Stats,0.00,2.42,0.69,0.87,0.00,0.00,0.00,2.94,3.46,3.46,50.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Thomas,NZL,MF,31,Zwolle,Eredivisie,0.04,0.08,0.13,0.04,0.00,0.00,0.29,0.00,0.02,0.02,0.07,0.09,1.14,3.91,1.35,Shooting,Per 90,0.42,0.08,20.0%,0.10,0.50,21.40,0.00,0.05,+0.02,+0.02,Passing,33.18,41.72,79.5%,607.33,179.79,13.54,15.39,88.0%,14.68,17.03,86.2%,4.12,6.43,64.1%,0.06,0.59,3.45,0.67,0.04,Pass Types,39.53,1.85,1.60,0.13,0.29,0.21,0.25,0.00,0.00,0.00,0.00,0.34,1.43,Goal and Shot Creation,1.77,1.39,0.13,0.00,0.04,0.08,0.13,0.17,0.17,0.00,0.00,0.00,0.00,0.00,Defense,2.44,1.56,1.30,0.88,0.25,1.05,2.27,46.3%,1.22,1.93,0.50,2.31,4.75,4.25,0.25,Possession,56.73,5.76,17.75,31.29,8.75,0.67,56.73,1.43,0.42,29.4%,0.80,55.9%,26.83,167.26,65.19,1.26,0.13,1.26,0.84,29.78,Miscellaneous Stats,0.00,1.22,1.56,0.00,0.00,0.00,0.00,5.17,1.43,1.09,56.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guus Til,NED,"MF,FW",28,PSV Eindhoven,Eredivisie,0.60,0.28,0.88,0.60,0.00,0.00,0.00,0.00,0.43,0.43,0.28,0.71,2.29,3.01,8.66,Shooting,Per 90,2.93,1.36,46.6%,0.21,0.44,12.70,0.00,0.15,+0.17,+0.17,Passing,23.34,29.36,79.5%,323.46,71.67,13.84,15.68,88.2%,7.42,9.47,78.4%,0.80,1.20,66.7%,0.23,1.76,1.68,1.08,0.24,Pass Types,28.92,0.28,0.00,0.28,0.00,1.68,0.12,0.00,0.00,0.00,0.00,0.16,0.68,Goal and Shot Creation,2.89,2.53,0.00,0.08,0.24,0.04,0.00,0.68,0.52,0.00,0.04,0.08,0.04,0.00,Defense,1.24,0.56,0.28,0.56,0.40,0.56,1.00,56.0%,0.44,0.72,0.04,0.16,1.40,0.92,0.00,Possession,39.10,1.08,4.29,15.60,19.73,6.26,39.10,1.16,0.36,31.0%,0.80,69.0%,22.90,113.70,54.10,1.20,0.76,1.84,0.88,29.84,Miscellaneous Stats,0.00,0.92,0.72,0.24,0.04,0.00,0.00,2.53,1.24,1.28,49.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quinten Timber,NED,MF,24,Feyenoord,Eredivisie,0.26,0.19,0.45,0.13,0.13,0.13,0.06,0.00,0.26,0.16,0.21,0.36,2.27,6.09,3.88,Shooting,Per 90,1.62,0.52,32.0%,0.08,0.25,20.30,0.06,0.10,0.00,-0.03,Passing,31.40,37.94,82.8%,477.97,141.15,16.90,19.55,86.4%,12.04,13.86,86.9%,1.36,1.75,77.8%,0.23,2.01,4.47,2.01,0.00,Pass Types,36.58,1.30,0.71,0.39,0.19,0.13,0.19,0.06,0.06,0.00,0.00,0.06,1.30,Goal and Shot Creation,4.66,3.63,0.00,0.45,0.39,0.06,0.13,0.45,0.32,0.00,0.06,0.06,0.00,0.00,Defense,2.27,1.04,0.71,1.36,0.19,0.78,1.17,66.7%,0.39,1.55,0.26,1.17,3.43,0.97,0.06,Possession,50.57,1.36,7.38,23.63,20.33,3.82,50.44,1.81,1.17,64.3%,0.65,35.7%,30.04,160.38,89.61,1.49,0.65,2.14,0.97,33.99,Miscellaneous Stats,0.00,0.97,1.10,0.13,0.00,0.00,0.00,4.73,0.32,0.52,38.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jens Toornstra,NED,MF,36,Sparta R'dam,Eredivisie,0.00,0.07,0.07,0.00,0.00,0.00,0.34,0.00,0.15,0.15,0.15,0.32,1.55,5.39,4.31,Shooting,Per 90,1.48,0.34,22.7%,0.00,0.00,17.90,0.07,0.11,-0.15,-0.15,Passing,26.59,38.44,69.2%,489.92,188.15,11.38,14.07,80.9%,10.57,13.80,76.6%,3.84,8.08,47.5%,0.19,1.55,3.03,1.28,0.47,Pass Types,33.59,4.64,1.28,0.27,0.47,3.37,0.67,1.41,0.47,0.40,0.00,0.20,1.48,Goal and Shot Creation,3.16,2.36,0.61,0.07,0.07,0.00,0.07,0.13,0.13,0.00,0.00,0.00,0.00,0.00,Defense,2.15,1.01,0.81,0.88,0.47,1.14,2.76,41.5%,1.62,1.68,0.20,1.28,3.43,2.42,0.07,Possession,51.09,2.69,11.58,22.28,17.77,1.95,51.09,1.41,0.54,38.1%,0.81,57.1%,24.70,110.73,54.93,1.41,0.27,1.75,0.81,28.41,Miscellaneous Stats,0.00,0.74,0.34,0.07,0.00,0.00,0.00,4.64,0.47,0.47,50.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bertrand Traoré,BFA,FW,30,Ajax,Eredivisie,0.09,0.28,0.38,0.09,0.00,0.00,0.09,0.00,0.50,0.50,0.31,0.81,4.15,5.94,9.91,Shooting,Per 90,3.87,1.13,29.3%,0.02,0.08,15.50,0.09,0.13,-0.41,-0.41,Passing,27.26,35.28,77.3%,377.26,117.74,16.42,18.40,89.2%,8.49,11.04,76.9%,1.04,2.45,42.3%,0.22,1.32,1.98,2.74,0.09,Pass Types,34.15,0.94,0.00,0.47,0.00,1.70,0.47,0.47,0.09,0.00,0.00,0.19,0.47,Goal and Shot Creation,4.53,3.21,0.00,0.47,0.66,0.09,0.09,0.47,0.47,0.00,0.00,0.00,0.00,0.00,Defense,1.04,0.57,0.28,0.47,0.28,0.57,1.13,50.0%,0.57,0.47,0.00,0.28,1.32,1.04,0.09,Possession,49.91,0.94,3.02,17.83,29.53,6.04,49.91,3.30,1.60,48.6%,1.51,45.7%,32.74,223.96,124.53,3.11,1.89,3.21,2.08,37.64,Miscellaneous Stats,0.00,1.23,2.26,0.28,0.00,0.00,0.00,3.40,1.13,1.13,50.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacob Trenskow,DEN,"FW,MF",25,Heerenveen,Eredivisie,0.35,0.09,0.44,0.35,0.00,0.00,0.00,0.00,0.28,0.28,0.24,0.52,3.55,3.42,7.19,Shooting,Per 90,2.81,1.23,43.8%,0.13,0.29,18.40,0.09,0.10,+0.07,+0.07,Passing,25.34,33.67,75.3%,391.04,100.30,13.11,14.91,87.9%,9.43,11.66,80.8%,1.75,4.03,43.5%,0.28,1.97,1.45,1.40,0.31,Pass Types,30.07,3.51,1.36,0.13,0.04,4.03,0.26,1.80,0.75,0.44,0.00,0.09,0.70,Goal and Shot Creation,4.16,2.89,0.70,0.13,0.39,0.04,0.00,0.22,0.18,0.00,0.04,0.00,0.00,0.00,Defense,0.53,0.35,0.13,0.22,0.18,0.31,0.79,38.9%,0.48,0.79,0.09,0.66,1.18,1.05,0.00,Possession,43.27,1.14,4.69,15.08,24.20,5.48,43.27,1.80,0.66,36.6%,1.05,58.5%,25.56,169.79,88.73,1.71,1.75,1.53,1.01,28.58,Miscellaneous Stats,0.00,0.44,0.31,0.31,0.00,0.00,0.00,3.99,0.53,1.01,34.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luka Tunjić,CRO,"MF,FW",20,Fortuna Sittard,Eredivisie,0.27,0.14,0.41,0.27,0.00,0.00,0.27,0.00,0.08,0.08,0.10,0.18,1.64,2.88,3.84,Shooting,Per 90,1.78,0.55,30.8%,0.15,0.50,21.20,0.14,0.05,+0.19,+0.19,Passing,22.60,31.23,72.4%,366.99,83.56,11.64,13.70,85.0%,7.12,9.32,76.5%,2.33,5.21,44.7%,0.08,1.51,2.19,0.55,0.14,Pass Types,27.12,4.11,0.96,0.00,0.68,3.97,0.14,2.60,1.10,1.37,0.00,0.00,0.82,Goal and Shot Creation,3.15,1.92,0.96,0.27,0.00,0.00,0.00,0.41,0.14,0.14,0.14,0.00,0.00,0.00,Defense,2.74,1.23,0.96,1.23,0.55,1.51,3.56,42.3%,2.05,1.10,0.27,0.55,3.29,1.23,0.00,Possession,47.40,1.10,8.77,20.82,18.36,1.92,47.40,3.15,0.82,26.1%,2.33,73.9%,23.01,121.23,60.82,1.37,0.00,3.84,1.37,26.03,Miscellaneous Stats,0.00,0.82,1.64,0.00,0.00,0.00,0.00,3.97,1.37,1.51,47.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calvin Twigt,NED,MF,22,Go Ahead Eag,Eredivisie,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.14,0.01,0.01,0.16,0.18,0.95,4.19,1.49,Shooting,Per 90,0.27,0.14,50.0%,0.00,0.00,12.80,0.00,0.04,-0.01,-0.01,Passing,42.03,52.03,80.8%,765.00,190.95,16.62,18.38,90.4%,20.00,23.78,84.1%,4.32,7.84,55.2%,0.16,0.54,3.78,0.81,0.14,Pass Types,49.59,2.43,1.49,0.27,0.27,1.49,0.14,0.81,0.68,0.00,0.00,0.00,0.27,Goal and Shot Creation,1.35,1.35,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.00,0.00,0.00,0.00,0.00,Defense,1.76,0.95,0.81,0.81,0.14,0.68,1.35,50.0%,0.68,1.08,0.81,1.08,2.84,3.24,0.00,Possession,63.78,4.05,19.19,34.46,10.27,0.68,63.78,0.68,0.14,20.0%,0.54,80.0%,32.43,143.38,55.68,0.27,0.14,1.49,0.54,40.41,Miscellaneous Stats,0.00,1.62,1.08,0.14,0.00,0.00,0.00,2.84,0.95,1.49,38.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ayase Ueda,JPN,FW,27,Feyenoord,Eredivisie,0.87,0.08,0.95,0.87,0.00,0.00,0.04,0.00,0.73,0.73,0.08,0.81,1.10,0.99,5.00,Shooting,Per 90,3.66,1.62,44.1%,0.24,0.54,12.50,0.00,0.20,+0.14,+0.14,Passing,11.31,15.25,74.2%,160.18,28.77,6.50,8.47,76.7%,3.31,4.33,76.4%,0.67,0.99,68.0%,0.05,0.71,0.95,0.08,0.00,Pass Types,14.34,0.87,0.12,0.00,0.04,0.24,0.00,0.00,0.00,0.00,0.00,0.04,0.35,Goal and Shot Creation,2.17,1.46,0.00,0.24,0.24,0.20,0.04,0.28,0.16,0.00,0.04,0.04,0.04,0.00,Defense,0.35,0.24,0.04,0.20,0.12,0.04,0.20,20.0%,0.16,0.39,0.04,0.08,0.43,0.91,0.00,Possession,26.80,0.87,2.29,11.15,13.40,6.38,26.80,1.02,0.32,30.8%,0.63,61.5%,14.46,58.83,20.41,0.16,0.95,3.15,1.22,21.08,Miscellaneous Stats,0.00,1.02,2.13,0.20,0.04,0.00,0.00,1.42,2.99,2.40,55.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
